s_ra,s_dec,target_name,band_list,t_exptime
185.7055266703342,-57.676206907481934,HIP60379,7,3265.775
186.63202062229516,-51.450700512851746,HIP60710,7,3023.18
187.00960581143642,-50.23071492159829,HIP60823,7,2902.17
189.2951951858212,-69.13564358687562,HIP61585,7,3598.521
190.78788344840567,-56.17630475907725,HIP62058,7,3265.8
191.5942659991875,-56.48891080630394,HIP62327,7,3265.791
191.92974873467313,-59.68887568086024,HIP62434,7,3447.178
193.64807771296475,-57.17800667641195,HIP63003,7,3265.802
193.6533534941721,-57.16873193073843,HIP63005,7,3265.805
194.26782727001853,-51.19885346074661,HIP63210,7,3447.092
196.56931584605124,-48.4633881679572,HIP63945,7,3265.669
196.7274072957972,-49.90632250803614,HIP64004,7,3265.708
200.1572892888835,-52.74792953113522,HIP65112,7,3447.085
204.3475627873153,-46.42800535591175,HIP66454,7,2902.849
207.37592314553117,-41.68783990850871,HIP67464,7,2721.419
207.95641166809523,-32.99426653557702,HIP67669,7,5715.195
208.01985152966108,-52.81170159775363,HIP67703,7,3447.002
209.5675825836743,-42.10088443133623,HIP68245,7,2902.875
209.66953891302106,-44.80373139506067,HIP68282,7,2902.839
211.51134036792595,-41.179773473661676,HIP68862,7,2721.443
211.91970004761512,-48.70421070036508,HIP69011,7,2902.777
213.73779657818346,-57.08625579704476,HIP69618,7,7768.692
215.7591313162819,-39.511959690293295,HIP70300,7,2922.992
216.7076348276641,-39.87412049090196,HIP70626,7,2923.0
218.87647113446528,-42.15803491867156,HIP71352,7,3023.676
218.88098014594024,-41.51757919453305,HIP71353,7,2922.969
219.4714980423447,-49.42600853355651,HIP71536,7,2903.039
220.48211914614603,-47.388347557644735,HIP71860,7,2842.559
220.48972189594778,-37.79369499526555,HIP71865,7,2872.538
225.74682808515996,-32.64343397001894,HIP73624,7,4111.467
227.16314282283219,-42.868059240735874,HIP74100,7,3023.859
228.20641639274118,-44.50055110462338,HIP74449,7,3023.863
230.3428986843331,-40.64764102111273,HIP75141,7,2923.067
230.78881435191641,-36.85861876977909,HIP75304,7,2872.682
231.8253873192259,-36.76770917139252,HIP75647,7,2872.668
232.95915821171948,-32.88125802840177,HIP76048,7,4111.635
234.66387821139125,-29.77790695757104,HIP76600,7,4111.375
237.52921985662917,-53.21001763553846,HIP77562,7,3810.185
239.22103643855817,-29.214233549157314,HIP78104,7,4383.059
239.41853139760278,-20.98321839950727,HIP78168,7,3729.414
240.03039423734637,-38.396884233829205,HIP78384,7,2781.968
240.85064511307624,-38.602725958229044,HIP78655,7,2781.96
241.64795494056267,-36.802474093531295,HIP78918,7,2661.004
241.70171764751393,-20.669343967428006,HIP78933,7,3729.405
241.81214573761062,-17.936176348537657,HIP78968,7,3729.415
242.01811136516332,-36.232008109738416,HIP79044,7,2661.016
243.0757793478339,-27.92652868163885,HIP79404,7,4383.321
246.7559431770866,-18.456385123218077,HIP80569,7,3729.44
247.8454613594907,-34.70448175972624,HIP80911,7,4836.557
248.97056600487858,-28.21616473014445,HIP81266,7,4383.432
249.60945491030012,-43.398555847824284,HIP81472,7,5047.875
251.17736844716796,-40.83981406567433,HIP81972,7,4816.066
252.96753337882942,-38.04751698679284,HIP82514,7,4746.256
253.08384996098852,-38.017684565199175,HIP82545,7,4745.405
53.53058310956668,24.344199917309318,HIP_16639,6,254.004
53.88219807101051,22.82333985540351,HIP_16753,6,254.003
54.59420643913845,22.499451081958863,HIP_16979,6,254.005
54.73706915689979,24.569557151581364,HIP_17020,6,254.005
54.80628630420291,24.466287076791183,HIP_17044,6,254.001
55.012974749859794,27.740252122563422,HIP_17125,6,254.001
55.40077356505841,25.61905295405064,HIP_17245,6,254.002
55.60012868737936,21.473233512504603,HIP_17316,6,254.003
55.60021258799999,22.42090050264444,HIP_17317,6,254.003
58.00344321807036,19.596608772973863,HIP_18091,6,254.004
59.507180596944394,20.6765249521976,HIP_18544,6,254.002
60.93417230803583,22.944021286575456,HIP_18955,6,254.004
84.04301262847838,-28.708025005420872,HIP_26309,6,2207.52
84.41522177956512,-28.62631148593612,HIP_26453,6,2207.52
85.84037299658495,-18.55752829751107,HIP_26966,6,2147.04
113.94750061278376,-32.203609404971786,HIP_36948,6,3775.066
1.4694401385531761,-41.753362249066235,HIP_490,6,2237.76
173.94446971533924,-63.01991774578703,HIP_56561,6,362.88
176.43596710431382,-52.690657594633834,HIP_57375,6,332.64
178.93073907038186,-54.18079695612479,HIP_58167,6,332.64
179.84807874438872,-57.168095234635125,HIP_58465,6,332.64
180.46043263646996,-73.29860531187184,HIP_58674,6,423.36
181.06898910086696,-51.47262831684334,HIP_58859,6,332.64
182.67455272886014,-56.44244849649517,HIP_59360,6,332.64
182.8111250933849,-52.21766454522441,HIP_59413,6,332.64
183.04176288058423,-63.45422782390693,HIP_59502,6,362.88
184.7732379359976,-33.745479957612915,HIP_60072,6,302.4
184.8187193327976,-47.83014401920909,HIP_60084,6,332.64
185.11641712878853,-65.84278939906088,HIP_60183,6,381.024
185.92484428980714,-63.870198080351564,HIP_60459,6,362.88
186.2147815335562,-72.6040150871689,HIP_60561,6,423.36
187.0792666268442,-64.34111685014332,HIP_60851,6,362.88
187.5721727384804,-72.98536206714121,HIP_61017,6,423.36
188.30019273522234,-52.08298542960071,HIP_61257,6,332.64
189.52947126494357,-55.9313796951096,HIP_61639_A,6,362.822
190.61251661070241,-61.018647593402676,HIP_62002,6,362.88
191.00745821262097,-53.50584588714327,HIP_62134,6,332.64
191.0797389752826,-61.52558719181241,HIP_62154_B,6,362.88
191.14502305968455,-57.2871004721771,HIP_62179,6,362.826
191.79784937185696,-61.22362407195845,HIP_62391,6,362.88
191.91260035818698,-58.297737881473964,HIP_62428,6,362.826
192.0690873064273,-67.1312872411133,HIP_62482,6,635.04
192.58193539270826,-49.86366344001917,HIP_62657,6,544.32
194.99933767045863,-50.389627980336186,HIP_63439,6,544.32
196.3855734953914,-58.53560759065428,HIP_63886,6,635.04
197.74281142377535,-52.56710451734299,HIP_64320,6,362.822
198.66596891662343,-46.8577308779112,HIP_64617,6,332.64
199.52078092778876,-44.055612199184786,HIP_64892,6,332.64
199.60323818522588,-45.764872086475876,HIP_64925,6,332.64
200.35748704727317,-43.634522292777994,HIP_65178,6,332.64
200.4874976881987,-51.282447306941336,HIP_65219,6,362.83
201.0354566691719,-53.79327129769264,HIP_65394,6,362.835
201.14978123293878,-51.504673904063054,HIP_65426,6,362.823
204.94003207914085,-54.14834177515377,HIP_66651,6,362.835
205.15644384560784,-44.330457038333286,HIP_66722,6,332.64
206.06615915323488,-51.01266928029477,HIP_67036,6,332.64
206.79346736125302,-52.269455565394004,HIP_67260,6,332.64
208.8000519805534,-52.16106656447774,HIP_67973,6,332.64
209.08264388377998,-54.13266206471071,HIP_68080_A,6,332.64
210.4399370360211,-39.43889738748556,HIP_68532,6,302.4
211.53394789054803,-44.68930515637821,HIP_68867,6,332.64
212.21587207463432,-43.47097875990548,HIP_69113,6,332.64
212.7699135065652,-49.27339478674966,HIP_69302,6,332.64
213.3494457579002,-33.51853153123289,HIP_69475,6,302.4
213.68926824550755,-38.38140880131489,HIP_69605,6,302.4
216.49347317818123,-44.82333482398775,HIP_70558,6,453.529
216.87631184811505,-52.52538043290157,HIP_70689,6,332.64
216.88960201496806,-46.21375674255531,HIP_70697,6,453.518
217.2158416673948,-47.99232340118639,HIP_70809,6,453.511
217.49272444501918,-56.13146226703689,HIP_70904,6,332.64
217.54111481259702,-43.86414523644052,HIP_70918,6,453.503
217.80960502886705,-40.65618091338374,HIP_70998,6,393.05
217.88876747939267,-44.750751719160085,HIP_71023,6,453.52
218.23743723501806,-42.405692182179415,HIP_71140,6,423.285
218.77189265348784,-43.55480395698783,HIP_71321,6,423.276
220.02057382119312,-40.90090994364703,HIP_71708,6,362.816
220.07993555119273,-45.79409369196282,HIP_71727,6,423.282
221.12890952383756,-39.989144133126196,HIP_72070,6,635.04
222.62708033932358,-35.09358220254795,HIP_72584,6,362.853
222.7442974480201,-42.82278435757471,HIP_72627,6,423.283
223.6050309345577,-34.1431386002041,HIP_72940_A,6,362.835
223.7266606606069,-36.43067196342231,HIP_72984,6,362.844
224.22683997269553,-35.6955573655248,HIP_73145,6,635.04
224.97728263907072,-46.248183705224804,HIP_73393,6,332.64
225.491636876399,-34.359154016339524,HIP_73559,6,362.843
226.57445002030695,-35.40643114915903,HIP_73913,6,362.851
226.8118768684708,-29.504814099009174,HIP_73990,6,362.839
227.05008386142237,-40.58429238349555,HIP_74066,6,483.724
227.17679003687684,-44.48479966305344,HIP_74104,6,332.64
228.2541910737391,-37.24694843611664,HIP_74468_A,6,483.757
228.36638407270615,-33.147386766236956,HIP_74499,6,635.04
228.44195944442782,-23.541098160963614,HIP_74529,6,574.538
228.83152864690283,-44.149742296083915,HIP_74657,6,332.64
229.15444248649976,-42.37046845038597,HIP_74752,6,483.744
229.29432189144302,-34.57733360095267,HIP_74797,6,483.756
229.77246227006282,-36.36237934070284,HIP_74959,6,635.04
229.84281879641821,-34.03269588338645,HIP_74985,6,483.767
230.05548870560884,-34.925732732213554,HIP_75056,6,483.746
230.13058497162874,-28.287432733914475,HIP_75077,6,302.4
230.3751000622217,-38.21895288690405,HIP_75151,6,483.756
231.3165887801079,-38.1581584735262,HIP_75491,6,483.757
231.37536954894182,-36.199723879563855,HIP_75509,6,483.743
232.38726104883452,-57.24799126892736,HIP_75843,6,362.88
233.0249218060202,-69.17361215134632,HIP_76067,6,393.12
233.0428825642959,-21.967052768153977,HIP_76071,6,574.539
233.08364158961302,-31.143009570072245,HIP_76084,6,302.4
233.58647233368993,-39.349624659031115,HIP_76234,6,483.715
233.81702078231982,-25.734267493593777,HIP_76310,6,846.716
234.63569989503245,-39.16096993978921,HIP_76591,6,483.756
234.75006006785512,-19.732764933343596,HIP_76633,6,514.062
236.09419699362928,-41.81941429428824,HIP_77086_A,6,483.748
236.25003635667187,-59.12423807892405,HIP_77140,6,362.88
236.27627943136497,-35.102229996019425,HIP_77150,6,302.4
236.71494838449385,-36.9371149287469,HIP_77295,6,302.4
236.7682839781811,-35.51062517302997,HIP_77315,6,302.4
236.77542982910438,-35.51832310401847,HIP_77317,6,302.4
236.8469415437416,-25.86802026899776,HIP_77347,6,302.4
237.01348716117354,-25.21590593290904,HIP_77399,6,302.4
237.49895476815024,-25.15125219588352,HIP_77545,6,302.4
238.17868012338823,-27.090905124844458,HIP_77766,6,302.4
238.34121486200252,-21.97157514206954,HIP_77815,6,272.121
238.6732567157593,-22.766340311111787,HIP_77911,6,846.717
238.82303193122303,-23.368029165254985,HIP_77960,6,272.112
239.02335957887533,-36.89296095891563,HIP_78043,6,635.04
239.19923776777372,-23.184351617246943,HIP_78099,6,272.121
239.36845446374417,-50.270022878482926,HIP_78150_A,6,332.64
239.49707726603003,-31.729224112442004,HIP_78196,6,302.4
239.70870077731195,-32.05262679574976,HIP_78263,6,302.4
240.48091128642457,-21.980663606739608,HIP_78530,6,272.122
240.55632477200083,-22.687829725257107,HIP_78549,6,272.122
240.57695921615473,-35.2702680755888,HIP_78555,6,302.4
241.00086902643636,-19.76772593249595,HIP_78702,6,272.126
241.18512578379458,-39.43496108474168,HIP_78756_A,6,302.4
241.32965282208252,-23.669396308697923,HIP_78809,6,272.122
241.44256909844208,-39.84364802706994,HIP_78853,6,302.4
241.7413064412236,-27.71965541181774,HIP_78943_A,6,483.708
241.7693479056038,-16.94349611922991,HIP_78956,6,272.128
241.8121014647686,-17.93628341702834,HIP_78968,6,272.127
241.87455912030282,-23.95096303236254,HIP_78996,6,272.122
242.2607456568445,-18.995843610882748,HIP_79124,6,272.124
242.3369375093355,-19.457477680362686,HIP_79156,6,272.125
242.6054150335657,-23.106849154181067,HIP_79250,6,272.109
242.72955948201164,-25.522786421783554,HIP_79288,6,846.717
242.96928974434698,-22.54531398096367,HIP_79366,6,272.122
242.98120629253444,-21.105271925302787,HIP_79369,6,272.124
243.02452664104212,-23.24598901896833,HIP_79383,6,272.122
243.09085876914796,-19.57932221523512,HIP_79410,6,272.123
243.18366895809604,-19.503156612791827,HIP_79439,6,272.123
243.39294245344655,-45.81779702137611,HIP_79516,6,635.04
243.43945507437397,-24.422313183142155,HIP_79530,6,483.736
243.72248984777616,-25.47721087273309,HIP_79622,6,483.727
244.1181238517845,-38.736884876909585,HIP_79742,6,635.04
244.21078707504637,-25.86324080851411,HIP_79771_A,6,483.714
244.22231581241365,-23.11074713681596,HIP_79779,6,483.72
244.24467073710753,-21.304425683035035,HIP_79785,6,272.117
244.56718663396174,-28.041996399188477,HIP_79878,6,483.707
244.61759378349757,-23.27460101160098,HIP_79897,6,483.702
244.87179741589745,-21.403791665845993,HIP_79977,6,846.717
245.02274475021068,-20.056681546706116,HIP_80024,6,272.121
245.11705058449698,-21.509318910981033,HIP_80059,6,272.119
245.20926724722847,-22.59419302011549,HIP_80088,6,846.717
245.65297446950194,-24.38327890141391,HIP_80224,6,483.707
245.94642144649455,-26.27129063292245,HIP_80311,6,483.729
246.24633430329192,-25.355285659232116,HIP_80425,6,483.71
249.11929041172274,-40.303271061778666,HIP_81316,6,392.999
249.62873731078398,-39.15257189442737,HIP_81477,6,392.997
250.46650020198717,-40.4664785724965,HIP_81751,6,392.997
251.45169463859835,-26.64977939895189,HIP_82069,6,302.4
252.68948658318666,-38.256678241754344,HIP_82430,6,392.992
253.10372345286328,-37.60770862832617,HIP_82551,6,392.994
253.1327132725387,-42.99207491957616,HIP_82560,6,411.125
253.6868253773103,-36.888607988281784,HIP_82747,6,635.04
256.0033137049759,-25.698261509442137,HIP_83508,6,302.4
256.5840148949241,-37.227875414730484,HIP_83693,6,392.99
259.4146306916069,-26.62929231884456,HIP_84605_A,6,302.4
260.21082564913075,-45.420988516329984,HIP_84881,6,635.04
261.37344909520255,-29.670929714718977,HIP_85278,6,302.4
261.73026319891727,-25.94378752697654,HIP_85391,6,302.4
262.93485443294446,-26.269980707786527,HIP_85783,6,302.4
263.10248326271386,-34.27978777500795,HIP_85839,6,302.4
263.9292657161715,-37.44026009885202,HIP_86098,6,302.4
266.1887003142362,-39.848759254719184,HIP_86853,6,302.4
266.7802245891834,-38.112491914188354,HIP_87042,6,302.4
269.0051723492074,-33.62840402009103,HIP_87791,6,302.4
269.42040473018346,-39.10206263514151,HIP_87924,6,302.4
270.7642401623534,-51.649350976447145,HIP_88399,6,2147.04
281.36237892978755,-64.8718257671484,HIP_92024,6,4550.43
290.71353093534265,-54.424253001621295,HIP_95261,6,3382.707
290.7457587896232,-54.53837034724608,HIP_95270,6,2147.04
302.27190107775374,-26.22430469075229,HIP_99273,6,1360.8
189.00393751908928,-39.869629007166715,HR4796,9,3507.831
49.57036092993213,-62.50247888545035,HR_1010,7,14313.481
189.0039145304922,-39.86963544463171,HR_4796,6,786.24
346.8701293605893,21.13404421963346,HR_8799,6,12093.117
129.2832500000173,-39.41816667000125,Hen_2-11,6,2449.44
53.074712499975206,30.82992222222461,IRAS_03292+3039,6,2116.8
36.73745088094933,-53.45109295257812,J02265658-5327032,7,907.2
71.64233953120552,-26.465814122053764,J0446AB,7,1572.48
72.09466696773775,29.772828077937106,J04482274+2946227,7,393.12
73.90387485939952,30.298550300162955,J04553695+3017553,7,393.12
74.00829148145392,30.350883633491247,J04560201+3021037,7,393.12
77.03392082541752,24.454022522306126,J05080816+2427150,7,332.64
108.02716387810162,-47.878448134741014,J071206,7,2298.24
147.25239724832667,-71.63399784104902,J0949AB,7,3567.961
336.9296939728347,16.732220402692413,J222743,7,3326.396
355.10263917187893,44.33384966568218,Kappa_and,6,393.12
72.00374709239522,14.66576103955548,LDS_5606_A,7,1481.76
72.01090638011046,14.664020665129364,LDS_5606_B,7,4224.286
11.248973772003824,-15.274728545341631,LHS_1140,6,12984.876
35.861553238148886,22.734622959787373,LP_353-51,7,1511.999
75.49510924941777,9.982582653972258,LP_476-207,7,1028.16
213.57020180376796,-15.35448499105618,L_836-122,7,876.96
153.57911847381592,21.074082663253545,MCC_124,7,1300.32
200.53072712401107,-69.63685196105556,MP_Mus,7,362.88
234.51092493417687,-38.123226511921594,MTLup,7,1982.979
310.46488563069255,-32.43758817769116,NAME_AT_Mic_AB,7,876.96
238.23378230939565,12.912146758144893,NN_Ser,4,8074.076
283.2746003206432,-50.18091220652739,PZ_tel,6,453.6
217.38943084392469,-62.675964260824344,Proxima_Centauri,6,5624.011
235.17140718953684,-37.938627419359236,RXJ1540.7-3756,7,1982.675
235.7759146420972,-39.33885323596136,RXJ1543.1-3920,7,1982.904
34.48363680200914,12.423782803532985,RX_J0217.9+1225,7,1058.4
17.42540554649905,27.950456119551284,RZ_Psc,6,4318.264
208.84964512769653,8.945932780924569,SDSS_J135523.92+085645.4,6,2661.12
212.89458749998127,10.477716670001065,SDSS_J141134.70+102839.7,6,2721.6
219.94845833000159,-1.101911856558432,SDSS_J143947.62-010606.7,6,2540.16
235.1592517138224,-34.36030586571644,SSTc2dJ154038.3-342137,7,2030.736
236.67157324676157,-36.31330703189302,SSTc2dJ154641.2-361848,7,1982.823
237.49660682887475,-36.499431068163695,SSTc2dJ154959.2-362958,7,1982.769
238.08121230013924,-38.32554063404305,SSTc2dJ155219.5-381932,7,1982.64
238.85913558206522,-33.63996108065855,SSTc2dJ155526.2-333823,7,1982.701
238.89069895481177,-37.16154668584218,SSTc2dJ155533.8-370941,7,1958.556
240.49647416393998,-36.215591981360895,SSTc2dJ160159.2-361256,7,1982.732
240.799118121653,-32.65578844875732,SSTc2dJ160311.8-323920,7,1982.803
240.96863481929026,-39.65049071987836,SSTc2dJ160352.5-393902,7,1982.778
241.12721905305293,-32.12480118500987,SSTc2dJ160430.6-320729,7,1982.727
241.80700364787646,-38.65675240254175,SSTc2dJ160713.7-383924,7,1982.941
241.80824002416747,-38.877262522806305,SSTc2dJ160714.0-385238,7,2030.969
241.95658757617176,-39.07484198893538,SSTc2dJ160749.6-390429,7,2030.895
241.99532624648202,-39.40978407769843,SSTc2dJ160758.9-392435,7,2031.266
242.06676020231558,-39.051327559698365,SSTc2dJ160816.0-390304,7,2031.255
242.14395517355538,-39.09296158231825,SSTc2dJ160834.6-390534,7,2031.358
242.1740990165095,-39.02707535286858,SSTc2dJ160841.8-390137,7,2031.261
242.1780111887183,-39.10522628692574,SSTc2dJ160842.7-390618,7,2006.988
242.20059827564515,-39.07212657793912,SSTc2dJ160848.2-390419,7,2007.101
242.28537716893703,-39.06209466441648,SSTc2dJ160908.5-390343,7,2031.26
242.32130760094498,-39.452808502319826,SSTc2dJ160917.1-392710,7,1982.71
242.42725712660746,-39.32822611126498,SSTc2dJ160942.6-391941,7,1982.783
242.48776601537233,-38.99679947995617,SSTc2dJ160957.1-385948,7,1982.781
242.55076433613414,-39.355121917008695,SSTc2dJ161012.2-392118,7,1982.901
242.5683263712465,-39.134882993510196,SSTc2dJ161016.4-390805,7,1982.717
242.97218111393292,-39.03786397806339,SSTc2dJ161153.4-390216,7,1958.529
243.2599853681892,-40.07594447482637,SSTc2dJ161302.4-400433,7,1982.854
277.45754166668837,1.2556277777778337,Serpens-FIRS1,3,2419.2
101.28428712903747,-16.72240898978856,Sirius,5,302.4
101.28429404674007,-16.72225363820027,Sirius_A,3,302.4
281.719121799408,-62.17725026017093,Smethells_20,7,1118.88
76.73129061264075,10.997693509076695,TIC_284730577,7,1360.8
203.60207657808576,-65.29658855457758,TIC_316430346,7,1542.24
238.714161835285,-31.913035661402933,TIC_442813719,7,1149.12
169.46576301568157,-64.03488886784865,TIC_467773418,7,1512.0
160.6267208332773,-33.671305555575245,TWA_7,7,4777.92
299.0184022914404,-32.12745988015745,TYC7443-1102-1,6,2237.76
340.7057904091882,-71.7062263481733,TYC9340-437-1,7,10674.668
56.256989937277126,19.559110892846686,TYC_1256-516-1,6,254.006
54.395551921519235,24.236326640932216,TYC_1798-465-1,6,254.007
53.69679330400364,26.094530195454332,TYC_1802-95-1,6,254.003
330.1737077692639,27.253687625645213,TYC_2211-1309-1,7,1391.04
284.5173965151223,-29.884865600384902,TYC_6872-1011-1,7,876.96
228.25264723471346,-37.2480399801015,TYC_7324-1668-1,6,1451.479
299.01841573794434,-32.127469853430064,TYC_7443-1102-1,7,876.96
92.76483167338979,-47.19142502930518,TYC_8105-370-1,7,2298.24
345.30301599927174,-58.97280599014207,TYC_8830-410-1,7,2661.12
26.00862561196497,-15.933522128537025,Tau_Ceti,6,20624.364
284.51949645751915,-29.892484405240165,UCAC2_19527490,7,876.96
93.30526164355909,-27.701519743760386,UCAC2_20312880,7,1753.111
299.0125068456925,-32.122171227259955,UCAC3_116-474938,7,876.96
302.5003772741396,-28.028652844840842,UCAC3_124-580676,7,876.96
83.49932629493108,-2.359312112055246,UCAC3_176-23654,7,725.76
198.41271683959383,-19.634775006068445,UCAC4_352-065533,7,4171.399
246.95767077695314,-24.42812475500304,VSSG14,6,483.708
341.25138321316706,-33.25776255206092,V_star_TX_PsA,7,876.96
341.2426515633541,-33.25108097221335,V_star_WW_PsA,7,876.96
279.2358881463819,38.78502828180798,Vega,6,23833.32
13.322407339577946,-32.99888423168187,WD0050-332,6,574.56
37.11288273785794,-32.71059965065495,WD0226-329,6,574.56
57.20957386276246,-0.9765425328868041,WD0346-011,6,604.8
70.25776377161829,10.99438378413034,WD0438+108,6,665.28
93.82748012054482,17.725920300923963,WD0612+177,6,756.0
95.80304323509642,-37.69114066961012,WD0621-376,6,574.56
245.8915553616556,-39.22948216643876,WD1620-391,6,574.56
281.9859894898388,-22.3273638620756,WD1844-223,6,574.56
302.2745140210117,-60.42886259778608,WD2004-605,6,665.28
310.64690201121635,-20.07718331873106,WD2039-202,6,574.56
333.54974715920537,-49.3245963496582,WD2211-495,6,604.8
337.4107551325602,-20.837146436997518,WD2226-210,6,4898.879
339.01282168490485,0.12297089905345168,WD2233-001,6,604.8
348.09084733145164,10.784406905634018,WD2309+105,6,665.28
86.82121564020545,-51.06606990881603,beta_pic,6,4656.696
86.82122705855912,-51.066192909944206,beta_pictoris,6,3053.739
53.22716106474937,-9.458194767423569,eps_eri,6,2981.933
53.22855568120675,-9.45317720597913,epsilon_Eridani,6,15420.103
188.01591736242042,-16.196101793378563,eta_Corvi,7,6799.876
181.7207908210999,-64.61392160575959,eta_Cru,6,3624.392
198.7906023880626,-67.88054158908649,eta_Mus_C,6,393.12
188.0145293974936,-16.196406769577184,eta_crv,8,6076.922
344.4150690207793,-29.62329472936207,fomalhaut,7,23925.658
190.41190906449293,-1.449047586224928,gamma_Vir,6,4106.892
86.11418770261156,-22.450303245991496,gamma_lep,7,1088.64
190.41193288305757,-1.4490525665957419,gamma_vir,7,3452.147
184.7762470018576,16.54758991027072,hd107146,7,2963.52
189.94223794368153,-49.198839847840766,hd110058,6,8164.702
208.82840492553723,-53.528654696399805,hd121191,6,604.8
223.78330400668173,-41.12052799969034,hd131488,8,967.68
233.81698475095948,-25.734310070016,hd138813,8,1451.52
237.4905360925772,-3.9212897899524535,hd141569,3,5564.143
243.74054924762314,-39.62800622153384,hd145880,8,1270.08
75.61435416381434,7.460872151964239,hd32297,7,3870.688
160.8666514806937,-29.064522167665075,hd92945,7,14570.49
164.26197217050156,-68.6672764178524,hd95086,8,4535.995
189.94223467308169,-49.198846484957556,hd_110058,8,876.96
290.74578390410323,-54.53842733578441,hd_181327,7,2661.117
52.97385940110668,-25.61423585758638,hd_21997,8,997.92
104.99673354317835,-61.33477123006019,hd_53143,6,23684.168
164.26210377977227,-68.66729534297889,hd_95086,6,16327.387
189.00395192695066,-39.86962045607937,hr_4796a,7,3084.479
346.87020146184847,21.134014720581174,hr_8799,7,77762.964
194.00595078688534,-12.95886530905954,j1256-1257,7,4354.536
342.02050592284803,-24.369779615787184,lp_876-10,7,6070.765
238.23387916998257,12.912411110000596,nn_ser,7,1391.04
25.623462649674426,-53.74131839880477,q1_Eri,7,5806.02
346.62710929629566,-5.043869234102322,trappist-1,7,16348.437
12.296542803622147,5.377088616216993,vMa2,6,2903.04
